CPM	Cost Per Click	Cost Per Link Click	Relevance Score	industry	CTR	Daily Budget
592.6360482	42.54246966	85.94376352	5	Consumer Packaged Goods	1.39	11087.06
488.128854	41.38914286	80.74804905	5	Consumer Packaged Goods	1.18	4992.49
481.9300985	35.3840388	75.99526515	5	Consumer Packaged Goods	1.36	4985.7
902.4678393	30.08752735	128.5046729	5	Retail	3	4647.89
1055.986483	25.74906367	110.8870968	6	Retail	4.1	4647.89
1125.204583	23.95470383	134.8039216	6	Retail	4.7	4583.33
1521.859436	28.06122449	269.6078431	5	Retail	5.42	4647.89
383.7052316	5.068863017	10.72484277	10	Retail	7.57	2972.33
472.8253746	6.301310044	16.32352941	10	Retail	7.5	4593.6
496.2054427	5.693051891	16.81298701	10	Retail	8.72	2393.78
417.4416336	5.472293265	15.39328537	10	Retail	7.63	2393.78
375.6830601	7.015306122	17.44923858	10	Retail	5.36	1848.74
448.4985891	9.056982872	23.08732158	10	Retail	4.95	1838.44
419.9755651	8.519206939	22.55947498	10	Retail	4.93	1833.33
431.2689177	8.396641221	20.89589666	10	Retail	5.14	1838.44
612.1879106	9.125857003	15.60720268	10	Retail	6.71	2741.54
886.59102	29.41902834	55.25855513	9	Retail	3.01	1744.49
862.3410785	34.50877193	81.95833333	7	Retail	2.5	3535.71
753.0443526	13.29487179	24.11627907	9	Retail	5.66	2909.39
655.0246411	8.055335968	13.17672414	10	Retail	8.13	2828.57
622.1153501	9.269518717	18.20798319	10	Retail	6.71	2795.29
772.3378213	13.90338983	32.4229249	9	Retail	5.56	2851.2
647.6758908	11.10961737	19.93135436	10	Retail	5.83	2795.29
754.9542555	48.32147239	91.4796748	4	Consumer Packaged Goods	1.56	152727.27
966.6478375	52.0239389	140.4563838	3	Consumer Packaged Goods	1.86	19534.88
850.0258791	47.40544127	149.769392	3	Consumer Packaged Goods	1.79	19534.88
1045.154638	55.46334232	155.6497731	2	Consumer Packaged Goods	1.88	34728.68
1585.174386	55.75936884	471.1666667	2	Consumer Packaged Goods	2.84	280000
785.5119278	49.1192053	142.6346154	3	Consumer Packaged Goods	1.6	154482.76
1398.992725	54.74452555	309.2783505	2	Consumer Packaged Goods	2.56	163902.44
1180.351131	54.77469335	274.5825243	2	Consumer Packaged Goods	2.15	34818.65
1574.68868	46.26821192	261.1775701	3	Consumer Packaged Goods	3.4	96000
1008.913664	68.36678832	245.6721311	2	Consumer Packaged Goods	1.48	268800
556.6139872	53.8156682	121.6458333	2	Consumer Packaged Goods	1.03	12549.02
993.6226593	48.47371445	140.8489149	2	Consumer Packaged Goods	2.05	12691.22
779.4959587	48.16146471	63.125	3	Consumer Packaged Goods	1.62	98102.19
772.7249471	68.91178707	158.9807018	2	Consumer Packaged Goods	1.12	102595.42
1501.504916	46.3822314	267.25	2	Consumer Packaged Goods	3.24	60540.54
939.5044113	63.66590868	129.2838936	1	Consumer Packaged Goods	1.48	15627.91
671.3098998	45.35727751	62.37631328	4	Consumer Packaged Goods	1.48	60814.48
1532.981124	56.60416667	343.5287356	2	Consumer Packaged Goods	2.71	106666.67
1157.759364	61.79563183	323.355102	1	Consumer Packaged Goods	1.87	99555.56
723.2981844	30.00991373	41.47051755	7	Automotive	2.41	86514.82
934.2969777	23.19032258	45.4680253	10	Automotive	4.03	12038.33
764.837808	24.04914987	33.39883871	9	Automotive	3.18	97065.38
717.6154533	24.88842825	33.82279143	9	Automotive	2.88	167382.9
614.2236154	13.95683427	19.15090372	10	Automotive	4.4	34976.16
740.2298049	33.48806306	65.27085162	5	Automotive	2.21	52112.13
726.9237189	32.7443609	84.63780919	6	Automotive	2.22	52287.6
717.3899642	31.79644809	79.43686007	6	Automotive	2.26	52287.6
768.8245438	32.42575758	80.15355805	5	Automotive	2.37	119457.05
806.3470265	36.00293255	95.23765867	5	Automotive	2.24	145134.68
712.8108298	37.72560976	99.1682992	5	Automotive	1.89	144863.91
742.4468276	49.06526464	93.83613372	5	Automotive	1.51	144863.91
852.5973514	38.94868563	96.74463327	5	Automotive	2.19	144863.91
796.7394691	43.77139702	106.5456989	5	Automotive	1.82	438683.93
686.1591935	48.5293948	90.44588783	5	Automotive	1.41	441176.45
644.7233352	50.83550914	110	5	Automotive	1.27	441176.45
626.5641905	47.07592025	102.4824708	5	Automotive	1.33	441176.45
741.8864365	26.37292616	37.37236926	8	Automotive	2.81	69327.71
920.0017827	22.56065574	50.59558824	8	Automotive	4.08	83791.77
708.4663934	35.35970705	53.10363024	7	Automotive	2	69534.73
828.5002767	25.45727646	40.48951995	8	Automotive	3.25	69327.71
832.1243523	28.95432692	86.03571429	8	Automotive	2.87	106365.81
717.3096662	38.78597541	63.98410088	6	Automotive	1.85	69534.73
770.3714368	40.082397	97.29090909	6	Automotive	1.92	85015.09
716.1734094	35.96818182	97.69135802	6	Automotive	1.99	72567.4
1268.296979	75.0944104	292.78712	4	Automotive	1.69	878431.29
1268.315738	67.5287898	260.2256112	3	Automotive	1.88	878431.29
850.6267431	61.66958081	125.7924097	3	Automotive	1.38	92437
751.0607147	56.42755272	139.4503187	4	Automotive	1.33	92437
726.4529499	51.13652041	108.8349759	5	Automotive	1.42	188489.69
697.7820063	55.68602946	115.6515624	5	Automotive	1.25	188489.69
518.127193	14.78958195	27.07133294	8	Automotive	3.5	46218.5
950.1435192	95.56964981	299.5292683	3	Consumer Packaged Goods	0.99	36788.32
552.3139984	36.91009755	72.76507277	4	Consumer Packaged Goods	1.5	28235.29
616.5119515	30.43478261	52.1609538	5	Consumer Packaged Goods	2.03	28235.29
636.9235254	48.61613352	115.7450331	6	Consumer Packaged Goods	1.31	8750
465.0745614	48.96817069	107.8582435	3	Consumer Packaged Goods	0.95	28235.29
903.2400427	14.42160893	171.7482517	7	Consumer Packaged Goods	6.26	10588.24
920.9501815	13.97097097	143.8865979	7	Consumer Packaged Goods	6.59	10500
863.2456444	17.06214367	126.809322	7	Consumer Packaged Goods	5.06	10588.24
876.4511745	18.92120704	123.3497268	7	Consumer Packaged Goods	4.63	10500
1328.292451	27.1191248	72.27861771	8	Consumer Packaged Goods	4.9	10500
1908.270677	26.29143646	105.1657459	8	Consumer Packaged Goods	7.26	10500
748.3826416	14.81366906	71.7456446	8	Consumer Packaged Goods	5.05	10677.97
728.5159817	14.59698079	61.36346154	8	Consumer Packaged Goods	4.99	10500
640.5808276	18.27833333	61.40537514	8	Consumer Packaged Goods	3.5	13894.74
768.6470169	29.99400109	73.59366637	6	Consumer Packaged Goods	2.56	11578.95
683.9268289	34.68578162	116.8121693	8	Consumer Packaged Goods	1.97	18333.33
766.3440281	73.04116866	230.4469274	5	Consumer Packaged Goods	1.05	6611.02
747.8007859	30.67484663	61.59014558	6	Consumer Packaged Goods	2.44	13200
595.115723	59.01287554	152.3545706	4	Consumer Packaged Goods	1.01	11282.05
744.0202392	22.82897468	45.18898932	9	Consumer Packaged Goods	3.26	3646.41
937.4017981	27.42818281	65.59210669	8	Consumer Packaged Goods	3.42	39672.13
627.624612	41.79331307	133.1719128	6	Consumer Packaged Goods	1.5	11092.44
613.4681741	42.66329293	175.8903445	6	Consumer Packaged Goods	1.44	22702.7
615.8324936	7.142857143	76.81564246	10	Consumer Packaged Goods	8.62	9705.88
746.6260387	14.91109193	42.0816078	9	Consumer Packaged Goods	5.01	25142.86
815.7224074	10.12408759	50.33467742	9	Consumer Packaged Goods	8.06	6346.15
804.6189558	15.6953185	57.52742616	9	Consumer Packaged Goods	5.13	25384.62
669.2067736	10.71112696	38.50512821	10	Consumer Packaged Goods	6.25	6285.71
820.7734691	19.50808123	122.2675325	8	Consumer Packaged Goods	4.21	25631.07
994.2535994	13.79929886	34.22826087	10	Consumer Packaged Goods	7.21	6346.15
744.1874217	18.6837886	80.88303342	8	Consumer Packaged Goods	3.98	25384.62
1163.400633	15.71524064	50.23504274	10	Consumer Packaged Goods	7.4	6346.15
545.1400762	15.85014409	56.46817248	9	Consumer Packaged Goods	3.44	33846.15
962.1075403	23.12867956	146.8624833	7	Consumer Packaged Goods	4.16	30000
689.6767924	31.11739745	108.9108911	7	Consumer Packaged Goods	2.22	11000
1140.885789	12.32818035	19.12993503	10	Consumer Packaged Goods	9.25	6984.13
795.3976844	20.93961776	33.99048266	9	Consumer Packaged Goods	3.8	39053.25
840.6952862	28.91135548	50.27484578	7	Consumer Packaged Goods	2.91	92812.5
915.1718859	12.48297776	188.3561644	9	Consumer Packaged Goods	7.33	1625.62
673.664613	8.843865573	124.4343891	10	Consumer Packaged Goods	7.62	3243.24
764.0162249	12.85046729	112.936345	10	Consumer Packaged Goods	5.95	3243.24
1153.703853	21.21893491	188.7368421	7	Consumer Packaged Goods	5.44	5500
1950.574532	29.71702638	74.20359281	7	Consumer Packaged Goods	6.56	5500
987.91019	17.04145078	226.8275862	7	Consumer Packaged Goods	5.8	5500
1222.942802	22.96007984	176.9692308	7	Consumer Packaged Goods	5.33	5593.22
1935.642093	23.00883392	107.6280992	8	Consumer Packaged Goods	8.41	5500
1646.289637	30.216	61.91803279	8	Consumer Packaged Goods	5.45	5500
1763.422195	23.7826087	258.5818182	6	Consumer Packaged Goods	7.41	5546.22
1850.568835	26.56330275	92.21019108	8	Consumer Packaged Goods	6.97	5546.22
1739.779874	24.58888889	225.0508475	6	Consumer Packaged Goods	7.08	5500
1016.756081	13.835	68.83084577	8	Consumer Packaged Goods	7.35	5593.22
1176.769163	23.59439528	179.741573	7	Consumer Packaged Goods	4.99	5641.03
1218.674753	13.85902637	85.94339623	8	Consumer Packaged Goods	8.79	5500
764.5449571	50.81212121	186.3111111	5	Consumer Packaged Goods	1.5	13750
1198.413736	14.07369498	239.1304348	7	Consumer Packaged Goods	8.52	6168.22
1382.767894	44.58821017	142.2084469	7	Consumer Packaged Goods	3.1	7300.88
1987.856007	65.47619048	187.0748299	5	Consumer Packaged Goods	3.04	1317.37
1030.874697	33.67003367	220.9944751	6	Consumer Packaged Goods	3.06	10000
1464.197444	36.97131026	349.1620112	4	Consumer Packaged Goods	3.96	31250
973.780948	27.45367193	211.6402116	7	Consumer Packaged Goods	3.55	5714.29
1488.910594	26.74941151	386.996904	6	Consumer Packaged Goods	5.57	17857.14
987.432675	15.87759815	127.9069767	8	Consumer Packaged Goods	6.22	7857.14
917.8752023	22.91666667	110.2204409	8	Consumer Packaged Goods	4.01	7857.14
945.9190618	21.4584323	76.23628692	7	Consumer Packaged Goods	4.41	6857.14
870.1079079	11.60580021	116.1827957	8	Consumer Packaged Goods	7.5	4137.93
1180.510608	15.9368932	33.16161616	9	Consumer Packaged Goods	7.41	1463.41
747.9461841	8.810659187	49.46456693	8	Consumer Packaged Goods	8.49	2331.43
697.5593882	10.31568816	40.1423221	8	Consumer Packaged Goods	6.76	1511.11
1470.408786	13.77142857	22.95238095	10	Consumer Packaged Goods	10.68	418.6
1162.311819	12.64971751	23.81914894	10	Consumer Packaged Goods	9.19	813.56
645.7040018	16.09475806	46.75256223	8	Consumer Packaged Goods	4.01	3934.43
809.9497869	14.06227106	100.4973822	8	Consumer Packaged Goods	5.76	2360.66
858.168201	21.13758647	67.56756757	9	Consumer Packaged Goods	4.06	1896.55
576.3278568	30.04699454	54.57667494	7	Consumer Packaged Goods	1.92	7630.06
526.9309625	17.88036411	51.21042831	8	Consumer Packaged Goods	2.95	1902.02
716.7150992	24.25578831	48.47950639	7	Consumer Packaged Goods	2.95	7586.21
560.1850852	89.5828001	224.2870875	3	Consumer Packaged Goods	0.63	78321.68
444.7763351	59.56129032	112.5853659	4	Consumer Packaged Goods	0.75	1157.01
765.4947133	61.9837587	112.721519	6	Consumer Packaged Goods	1.23	1678.43
543.2665431	53.21037464	99.2688172	4	Consumer Packaged Goods	1.02	1163.09
307.9003057	56.12142857	103.3815789	4	Consumer Packaged Goods	0.55	989.86
507.6068348	55.14035088	116.4074074	5	Consumer Packaged Goods	0.92	982.19
958.4001368	24.11672942	228.7397959	6	Consumer Packaged Goods	3.97	2359.63
1174.0914	19.2722977	55.20812183	8	Consumer Packaged Goods	6.09	3442.13
980.2838523	34.2444795	137.9936441	5	Consumer Packaged Goods	2.86	3428.05
1319.454267	18.2837893	99.28381375	7	Consumer Packaged Goods	7.22	2372.29
689.3526352	31.53669725	46.37436762	8	Consumer Packaged Goods	2.19	5641.03
600.7660678	28.15699659	48.14238475	8	Consumer Packaged Goods	2.13	11715.98
1198.100466	17.27386935	192.3076923	7	Consumer Packaged Goods	6.94	5546.22
933.1945796	23.92691415	39.04401325	9	Consumer Packaged Goods	3.9	3905.33
1587.11837	17.85424444	24.71910112	10	Consumer Packaged Goods	8.89	5207.1
729.4260412	24.78035594	75.99309154	7	Consumer Packaged Goods	2.94	11681.42
872.0607589	17.82242385	93.22033898	9	Consumer Packaged Goods	4.89	10153.85
971.5239626	25.83231564	131.8872902	8	Consumer Packaged Goods	3.76	2920.35
1255.513495	44.07286315	193.7577002	4	Consumer Packaged Goods	2.85	9184.89
2158.55573	33.45498783	1250	6	Consumer Packaged Goods	6.45	3952.1
736.2840389	25.02092812	48.15761821	8	Consumer Packaged Goods	2.94	3952.1
1837.548761	24.01809211	304.2291667	7	Consumer Packaged Goods	7.65	5500
1400.192442	18.27283105	29.26325411	9	Consumer Packaged Goods	7.66	5500
1189.927749	16.61738262	129.953125	8	Consumer Packaged Goods	7.16	5500
1604.943444	19.953125	40.04529617	9	Consumer Packaged Goods	8.04	5593.22
2358.200768	23.88333333	390.8181818	7	Consumer Packaged Goods	9.87	5500
902.2858578	11.70032573	43.93883792	9	Consumer Packaged Goods	7.71	5546.22
1104.043894	19.16402116	132.5121951	7	Consumer Packaged Goods	5.76	5500
1584.556477	18.25735294	51.09053498	9	Consumer Packaged Goods	8.68	5593.22
969.8670606	11.24315068	47.06810036	9	Consumer Packaged Goods	8.63	5593.22
1444.646619	18.95100503	45.16467066	9	Consumer Packaged Goods	7.62	5546.22
1063.456746	18.99682035	91.21374046	8	Consumer Packaged Goods	5.6	5641.03
961.7723719	18.53827751	74.86956522	8	Consumer Packaged Goods	5.19	5546.22
1550.091075	46.8440367	107.4947368	6	Consumer Packaged Goods	3.31	641.72
1879.651479	48.25256291	63.4497549	6	Consumer Packaged Goods	3.9	4550.56
813.9295024	53.67189836	158.8783186	3	Consumer Packaged Goods	1.52	5090.91
1058.768415	36.40851191	59.55484741	7	Consumer Packaged Goods	2.91	37097.79
1990.124026	32.98105397	92.47946429	8	Consumer Packaged Goods	6.03	15899.05
805.8689809	45.68178081	71.4081895	6	Consumer Packaged Goods	1.76	48611.13
845.9628743	20.13376776	32.07593608	9	Consumer Packaged Goods	4.2	37288.14
652.3427725	12.65439547	21.69264069	9	Consumer Packaged Goods	5.16	59801.1
566.787238	16.66512135	52.23162393	7	Consumer Packaged Goods	3.4	6136.67
569.3536065	14.74686293	56.42751616	8	Consumer Packaged Goods	3.86	7224.95
479.2490119	12.1201904	44.02737752	8	Consumer Packaged Goods	3.95	3094.18
545.9959514	16.79009341	57.98021144	7	Consumer Packaged Goods	3.25	8927.54
572.1240264	14.6974507	45.53800298	8	Consumer Packaged Goods	3.89	3410.9
555.7859507	14.42681775	47.44720497	8	Consumer Packaged Goods	3.85	3410.9
623.6223365	16.10701107	67.59955752	7	Consumer Packaged Goods	3.87	3426.73
550.3030045	16.89969962	48.84899962	8	Consumer Packaged Goods	3.26	16516.54
836.0415136	36.06061479	109.4753572	6	Automotive	2.32	22222.22
932.3629883	65.96538216	180.3491905	5	Automotive	1.41	38518.52
1721.454436	56.46979038	88.98380829	5	Automotive	3.05	72727.27
593.3027432	34.99413776	50.60614624	7	Automotive	1.7	62968.2
415.3792911	10.62557655	13.62612097	9	Automotive	3.91	62968.2
600.6880626	33.43651626	52.87919018	5	Automotive	1.8	45499.29
605.0106336	22.73157669	39.36354643	8	Automotive	2.66	59254.88
449.1158992	15.37140304	27.54740551	8	Automotive	2.92	8888.89
527.2458254	12.83693574	30.95886525	7	Automotive	4.11	8888.89
488.5374855	8.714560308	16.00617829	10	Automotive	5.61	61027.4
653.7412035	28.31726283	47.97891963	8	Automotive	2.31	61237.11
816.6015449	24.05965046	32.74301965	8	Automotive	3.39	89547.74
612.0170451	17.52511269	23.86714411	9	Automotive	3.49	32224.23
617.7667425	27.75929752	44.4884106	8	Automotive	2.23	193695.65
607.550026	12.62583563	20.34695817	9	Automotive	4.81	91384.62
494.2243238	9.353006035	12.75389729	10	Automotive	5.28	32224.23
529.9814588	11.1120761	16.69919204	10	Automotive	4.77	193695.65
679.1142915	22.99737171	33.86439612	7	Automotive	2.95	43354.84
683.8841629	33.19443566	53.62308478	5	Automotive	2.06	12352.94
874.1518814	29.20074256	55.99320054	7	Automotive	2.99	38443.94
688.6424903	30.05797309	53.25513568	6	Automotive	2.29	12352.94
676.1791994	27.29057592	57.08668298	5	Automotive	2.48	16680.85
660.0106738	24.70266856	57.53659434	7	Automotive	2.67	89149.01
748.8953236	21.13771557	64.50953471	7	Automotive	3.54	89149.01
718.5541124	15.69365976	23.67628067	9	Automotive	4.58	20370.37
655.8322916	22.84462767	40.28169014	8	Automotive	2.87	20754.72
604.33213	22.66245487	52.3125	7	Automotive	2.67	21428.57
575.4191436	21.77138047	42.8218543	8	Automotive	2.64	20754.72
616.7723191	21.68152275	47.9486653	7	Automotive	2.84	20754.72
673.0652283	21.36466639	40.15141956	8	Automotive	3.15	20754.72
606.114889	22.26900958	49.29420085	8	Automotive	2.72	21710.53
822.6369142	37.19494048	55.91722595	7	Automotive	2.21	7315.61
684.5034377	62.83906441	107.4962675	3	Automotive	1.09	32727.73
764.8768548	33.91711889	70.5671029	6	Automotive	2.26	22996.52
464.6683906	12.4537458	18.72955415	9	Automotive	3.73	12720.53
767.4287615	24.05599462	69.21190131	8	Automotive	3.19	17694.37
664.2333194	12.54740846	22.87775273	10	Automotive	5.29	19075.14
573.5915566	26.20516486	55.61862064	6	Automotive	2.19	23212.19
566.7909497	21.23586193	42.61982745	7	Automotive	2.67	23212.19
647.4798688	17.47838983	43.81200212	9	Automotive	3.7	2750
548.0174573	10.92544034	31.01428571	10	Automotive	5.02	2757.66
1093.911753	128.7321429	155.2177033	3	Consumer Packaged Goods	0.85	2541.6
1454.987248	63.19139907	81.46999818	3	Consumer Packaged Goods	2.3	17764.35
825.0609091	70.92418871	110.9552048	3	Consumer Packaged Goods	1.16	10135.75
1215.516391	129.6610526	154.7462312	3	Consumer Packaged Goods	0.94	2564.89
654.4557588	65.54281032	142.6359584	4	Consumer Packaged Goods	1	22733.42
662.8326289	60.47828477	141.1289288	3	Consumer Packaged Goods	1.1	22733.42
801.4963063	60.85094792	133.5206082	4	Consumer Packaged Goods	1.32	26017.17
608.6056127	73.36416465	156.7886158	3	Consumer Packaged Goods	0.83	51012.43
878.3525795	62.96324074	110.1219433	5	Consumer Packaged Goods	1.4	41687.34
558.5910221	74.06296296	121.1939394	3	Consumer Packaged Goods	0.75	43979.06
873.8310821	92.70866142	130.8222222	3	Consumer Packaged Goods	0.94	50161.05
865.8680416	61.41377423	85.77641841	4	Consumer Packaged Goods	1.41	10679.2
625.12074	66.59806295	106.815534	3	Consumer Packaged Goods	0.94	19593.81
709.3894415	47.69739562	84.58944282	5	Consumer Packaged Goods	1.49	17077.46
958.4039998	229.4882629	273.8431373	2	Consumer Packaged Goods	0.42	13677.07
835.6665157	195.5883257	227.3714286	3	Consumer Packaged Goods	0.43	4841.5
774.4711701	142.7413793	169.3913043	3	Consumer Packaged Goods	0.54	13413.17
580.3235271	20.29972752	37.88135593	8	Retail	2.86	7336.24
637.9119016	31.98531685	101.9433498	6	Retail	1.99	3952.94
543.3721367	12.89237984	25.88794727	9	Retail	4.21	3437.5
691.5876489	32.15377119	55.28853887	7	Retail	2.15	10339.43
638.9402656	18.08616154	31.25150585	9	Retail	3.53	42857.14
64.83620277	133.200361	132.0089445	3	Automotive	0.05	9821.43
1069.345074	99.64102564	242.875	4	Automotive	1.07	1783.05
63.81986269	127.242	129.5743381	4	Automotive	0.05	9821.43
931.7414094	190.452381	470.5294118	3	Automotive	0.49	1750.23
1997.609893	54.76638177	662.862069	6	Automotive	3.65	24750
576.1442513	59.61926193	278.3067227	6	Automotive	0.97	21063.83
343.619062	59.44759825	383.4788732	5	Automotive	0.58	21063.83
1948.447392	47.52205882	994.3076923	6	Automotive	4.1	25222.93
639.9600222	5.634386414	15.25245586	10	Retail	11.36	25681.84
681.7718986	33.54827466	61.51142355	8	Professional Services	2.03	36377.95
683.9094753	37.80934922	76.67286245	7	Professional Services	1.81	15590.55
535.2631354	22.83949275	53.28867235	8	Retail	2.34	123529.41
1719.170136	15.8533669	331.4605263	7	Consumer Packaged Goods	10.84	14288.66
3247.272727	76.54285714	535.8	6	Consumer Packaged Goods	4.24	2977.44
2246.510403	50.77380952	1066.25	6	Consumer Packaged Goods	4.42	6352.94
1703.115067	26.79	277.137931	8	Consumer Packaged Goods	6.36	4837.7
3586.319218	76.81395349	412.875	7	Consumer Packaged Goods	4.67	2554.84
1773.263158	35.69067797	247.7352941	7	Consumer Packaged Goods	4.97	3486.79
1855.969302	18.88943894	291.0254237	7	Consumer Packaged Goods	9.83	10191.18
1577.063107	36.09722222	288.7777778	7	Consumer Packaged Goods	4.37	4812.5
1614.89942	25.67208672	249.2894737	6	Consumer Packaged Goods	6.29	11647.06
1924.302789	58.29310345	563.5	6	Consumer Packaged Goods	3.3	6636.87
1874.881517	58.17647059	989	6	Consumer Packaged Goods	3.22	11647.06
1915.10277	26.13414634	357.1666667	6	Consumer Packaged Goods	7.33	29489.36
1869.244936	26.71052632	338.3333333	6	Consumer Packaged Goods	7	28000
1001.760563	29.17948718	227.6	8	Consumer Packaged Goods	3.43	11407.41
1518.650794	25.68456376	201.4210526	6	Consumer Packaged Goods	5.91	27176.47
1282.508251	29.73979592	224.1923077	7	Consumer Packaged Goods	4.31	1746.69
1447.288239	30.06329114	158.3333333	8	Consumer Packaged Goods	4.81	9428.57
966.5605096	26.39130435	607	8	Consumer Packaged Goods	3.66	12486.49
2464.169381	79.63157895	378.25	7	Consumer Packaged Goods	3.09	1281.55
